id,budget,revenue,release_year,director
25704,15000000,6405245,2009,Vicky Jenson
21398,5000000,0,2009,Paul Solet
25183,1000000,1296971,2009,Nicholas Jasenovec
21469,0,0,2009,Alex Merkin
27310,0,0,2009,Roel Reiné
25642,40000000,0,2009,Alex Winter
20606,0,0,2009,Jake West
24001,0,0,2009,Dave Parker
18898,0,0,2009,Ken Loach
26320,0,0,2009,Ang Lee
72962,0,0,2009,Josh Cooley
26342,0,0,2009,Xavier S. Puslowski
25405,0,0,2009,Ross Katz
14410,0,43051547,2009,"George Tillman, Jr."
46420,0,0,2009,Sean Byrne
26171,21000000,0,2009,Kirk Jones
22259,0,0,2009,Mark Baldo
34592,0,0,2009,Kevin Hamedani
25196,7000000,39462438,2009,Scott Cooper
28479,0,0,2009,Florian Baxmeyer
23173,0,0,2009,Jon Wright
19905,10000000,0,2009,Neal Brennan
33195,0,0,2009,Danis Tanović
22136,0,0,2009,François Ozon
38850,2000000,7306,2009,Anders Anderson
20825,0,0,2009,Nia Vardalos
18472,10000000,0,2009,Jeff King
28019,15000000,0,2009,Russell Mulcahy
31169,0,0,2009,John Kent Harrison
34188,0,0,2009,Scott S. Anderson
32338,0,0,2009,Jennifer Devoldère
41009,0,0,2009,Ian Fitzgibbon
51249,0,0,2009,Tim McCanlies
23720,0,0,2009,Lynn Shelton
23127,0,0,2009,Rob Zombie
22135,0,0,2009,Dror Soref
29919,0,0,2009,Howard Michael Gould
52034,0,0,2009,Shinya Tsukamoto
39545,0,0,2009,Jac Schaeffer
23044,0,0,2009,R. J. Cutler
15135,0,0,2009,John Gulager
43937,2500000,352810,2009,Jon Gunn
19268,0,0,2009,Eric Toledano
22681,1500000,0,2009,Morgan J. Freeman
30128,7000000,1429299,2009,Bob Gosse
29134,0,0,2009,Cherien Dabis
183894,0,0,2009,Jim O'Hanlon
32084,0,0,2009,Samuel Maoz
17911,0,0,2009,Jack Perez
19106,12500000,0,2009,Emmanuel Klotz
22492,0,1896244,2009,Davis Guggenheim
18759,0,0,2009,Tim Iacofano
18480,42000000,0,2009,Larry Charles
26736,0,0,2009,Lev L. Spiro
37721,0,0,2009,Andrew Lancaster
51880,0,0,2009,Eric-Emmanuel Schmitt
23404,0,0,2009,Dolph Lundgren
15060,0,0,2009,Peter Avanzino
27169,0,0,2009,Manny Rodriguez
44571,12000000,0,2009,Gordon Chan
38087,0,0,2009,Dan Eckman
17632,5000,0,2009,Chris Bouchard
21033,1500000,56000,2009,Dean O'Flaherty
30685,0,0,2009,Joel Schumacher
15338,7500000,0,2009,David M. Evans
46127,0,0,2009,James Hayman
28520,0,0,2009,Scott McGehee
14549,0,0,2009,Brian King
22476,0,0,2009,Kyle Rankin
18065,0,0,2009,Benny Boom
39037,3200000,0,2009,Julio DePietro
26223,0,0,2009,Richard Harrah
19139,0,0,2009,Andrew Morahan
24438,58000000,85280250,2009,Marc Lawrence
19508,0,0,2009,Mark A.Z. Dippé
1977,5000000,38610009,2009,Toby Wilkins
22175,0,0,2009,Nicholaus Goossen
282963,0,0,2009,James Strong
27866,0,0,2009,Shannon Hartman
18955,0,0,2009,Gad Elmaleh
35436,0,0,2009,Albert Dupontel
26032,0,0,2009,Rob Williams
41144,0,0,2009,Brian Baugh
56704,0,0,2009,Olivier Doran
22800,0,0,2009,Jeff Stilson
24869,0,0,2009,Jamin Winans
14838,3500000,0,2009,Enda McCallion
27561,3500000,0,2009,Mike Clattenburg
35885,0,0,2009,Federico Moccia
19900,0,0,2009,Blayne Weaver
25377,0,0,2009,Daniel Benmayor
20441,0,0,2009,Martin Barnewitz
113655,0,0,2009,Jeff Balsmeyer
18247,0,0,2009,Robert Iscove
15039,9000000,0,2009,Richard Crudo
23988,108,0,2009,Bo Zenga
29150,250000,232732,2009,Robert D. Siegel
23509,0,0,2009,Giovanni Veronesi
40819,0,0,2009,Michael Stephenson
46534,0,0,2009,Andrew Thomas Hunt	
25154,0,0,2009,Todd Louiso
26367,0,0,2009,Tyler Perry
38150,0,0,2009,Philip Ridley
35568,0,0,2009,Chandler Tuttle
31189,0,0,2009,Ruba Nadda
52699,0,0,2009,Stuart Gillard
24458,0,0,2009,Franny Armstrong
19105,0,0,2009,Sam Dunn
220903,0,0,2009,Martha Holmes
33870,25000000,20719451,2009,Bruce Beresford
17618,0,0,2009,Robert Hall
30974,0,0,2009,Abel Ferry
34423,0,0,2009,Kevin Heffernan
23116,0,0,2009,Dylan Avery
42151,31192,10000,2009,Ben Wheatley
54507,0,0,2009,Matt Lang
27370,0,0,2009,Shane Van Dyke
42309,0,0,2009,Michael Storey
36432,0,0,2009,Doug Pray
21641,10000000,0,2009,Tom Hooper
28227,0,0,2009,Chris Smith
281982,0,0,2009,Euros Lyn
20236,6000000,0,2009,Danny Lerner
39958,0,0,2009,Ron Daniels
34279,0,0,2009,Yann Moix
15670,0,90508336,2009,Tyler Perry
26191,0,0,2009,Claire Denis
35689,0,0,2009,Jake Goldberger
49637,0,0,2009,Julien Nitzberg
19599,0,0,2009,John Harrison
14402,0,0,2009,Patrice Leconte
23951,0,0,2009,Gary Hustwit
28238,0,0,2009,Gregory Doran
43065,0,0,2009,Andrew Monument
44750,0,0,2009,Jim Strouse
16634,0,0,2009,R. W. Goodwin
21474,0,0,2009,Bille Woodruff
32389,0,0,2009,François Alaux
40534,0,0,2009,Bruce Hendricks
26629,0,0,2009,Frédéric Berthe
31160,0,0,2009,Rodrigo Blaas
47813,0,80,2009,Don Hahn
24613,0,0,2009,Renzil D'Silva
18489,0,0,2009,Andy Bichlbaum
25073,0,0,2009,Sean McConville
46641,0,400654,2009,David Kaplan
53700,0,0,2009,Carlo Vanzina
19238,0,0,2009,Michael Samonek
253835,0,0,2009,Vin Diesel
20323,0,0,2009,Jamie Blanks
46458,0,0,2009,Isabel Coixet
39246,0,0,2009,Barbara Schroeder
15004,0,0,2009,Daniel Farrands
37928,0,0,2009,Atsuya Uki
25867,0,0,2009,Priyadarshan
28997,0,0,2009,Henrique Goldman
60366,3500,0,2009,Jordan Downey
31981,0,0,2009,John Moffitt
29379,0,0,2009,Ivan Calbérac
31687,0,0,2009,Stephen Cragg
27205,160000000,825500000,2010,Christopher Nolan
10138,200000000,623933331,2010,Jon Favreau
12155,200000000,1025467110,2010,Tim Burton
44214,13000000,327803731,2010,Darren Aronofsky
12444,250000000,954305868,2010,David Yates
20352,69000000,543513985,2010,Pierre Coffin
27578,80000000,274470394,2010,Sylvester Stallone
10191,165000000,494878759,2010,Dean DeBlois
11324,80000000,294804195,2010,Martin Scorsese
20526,170000000,400062763,2010,Joseph Kosinski
38757,260000000,591794936,2010,Nathan Greno
10193,200000000,1063171911,2010,Lee Unkrich
27576,110000000,293329073,2010,Phillip Noyce
44115,18000000,35692920,2010,Danny Boyle
37735,8000000,74952305,2010,Will Gluck
10140,155000000,415686217,2010,Michael Apted
23483,28000000,96188903,2010,Matthew Vaughn
37710,100000000,278346189,2010,Florian Henckel von Donnersmarck
9543,150000000,335154643,2010,Mike Newell
20662,200000000,310669540,2010,Ridley Scott
44264,38000000,252276927,2010,Ethan Coen
18823,125000000,232713139,2010,Louis Leterrier
27022,150000000,215283742,2010,Jon Turteltaub
37056,30000000,0,2010,Gary Winick
37799,40000000,224920315,2010,David Fincher
22538,60000000,47664559,2010,Edgar Wright
39451,100000000,310650585,2010,Paul Weitz
34851,40000000,126248813,2010,Nimród Antal
32657,95000000,226497209,2010,Chris Columbus
44048,100000000,167805466,2010,Tony Scott
10192,165000000,752600867,2010,Mike Mitchell
22971,25000000,114977104,2010,Lasse Hallström
34544,110000000,177238796,2010,Joe Carnahan
39514,58000000,71664962,2010,Robert Schwentke
23631,20000000,31327899,2010,Robert Rodriguez
38365,80000000,271430189,2010,Dennis Dugan
20504,80000000,157107755,2010,Albert Hughes
35056,55000000,152263880,2010,Shawn Levy
23168,37000000,154026136,2010,Ben Affleck
23169,20000000,0,2010,Allen Coulter
24021,68000000,698491347,2010,David Slade
38055,130000000,321885765,2010,Tom McGrath
10196,150000000,318502923,2010,M. Night Shyamalan
27581,100000000,170432927,2010,Adam McKay
42941,0,0,2010,Ben Ketai
49018,1500000,97009150,2010,James Wan
41233,30000000,159291809,2010,Jon M. Chu
45269,15000000,414211549,2010,Tom Hooper
43347,30000000,102820008,2010,Edward Zwick
49009,30000000,20348249,2010,Peter Weir
31867,32000000,18409891,2010,Miguel Sapochnik
23830,7000000,7644937,2010,Massy Tadjedin
37834,117000000,261930431,2010,James Mangold
38234,3000000,0,2010,Isaac Florentine
38167,60000000,204594016,2010,Ryan Murphy
46705,1000000,12355734,2010,Derek Cianfrance
27573,40000000,136000000,2010,Andy Tennant
25195,19000000,29922472,2010,Anand Tucker
22972,100000000,94882889,2010,Paul Greengrass
38745,112000000,237382724,2010,Rob Letterman
34806,35000000,77477008,2010,Alan Poul
37950,44000000,48190704,2010,Burr Steers
41210,19000000,49830607,2010,Josh Gordon
27586,10000000,2995811,2010,Floria Sigismondi
32856,52000000,216485654,2010,Garry Marshall
46261,25000000,36993168,2010,Troy Nixey
44683,0,0,2010,Bradley Raymond
41439,20000000,136150434,2010,Kevin Greutert
38575,40000000,357852395,2010,Harald Zwart
41733,65000000,211780824,2010,Todd Phillips
44147,8000000,3453043,2010,Jonathan Lynn
26389,52000000,52615806,2010,Pierre Morel
11439,45000000,60222298,2010,Roman Polanski
43923,8000000,6491240,2010,Anna Boden
43539,30000000,51148651,2010,Paul Haggis
23437,35000000,115664037,2010,Samuel Bayer
34813,25000000,23580000,2010,Sylvain White
45317,25000000,9190869,2010,David O. Russell
32823,40000000,90029656,2010,Nicholas Stoller
46838,0,0,2010,Eli Craig
20533,47000000,10539000,2010,Jimmy Hayward
42949,65000000,0,2010,Luc Besson
33473,0,0,2010,Rob Hardy
26022,22000000,0,2010,Karan Johar
40264,20000000,80547866,2010,Jason Friedberg
44639,2000000,7871522,2010,Charles Ferguson
37821,75000000,98159963,2010,Robert Luketic
22894,26000000,67918658,2010,Scott Stewart
44982,0,3317662,2010,Géla Babluani
37786,100000000,288347692,2010,Michael Patrick King
38303,20000000,32005248,2010,Andy Fickman
35019,35000000,93246388,2010,Susanna White
23048,36000000,64572262,2010,Steve Pink
43549,21800000,0,2010,Paul Scheuring
41402,20000000,24145613,2010,Matt Reeves
43949,14000000,1755212,2010,Rob Reiner
41216,80000000,140073390,2010,Zack Snyder
22907,32000000,69055695,2010,John Luessenhop
42297,55000000,89519773,2010,Steve Antin
44129,15000000,4882577,2010,John Wells
38073,32000000,42045846,2010,Nanette Burstein
41283,24000000,23081726,2010,"George Tillman, Jr."
41411,20000000,0,2010,Roselyne Bosch
41436,3000000,177512032,2010,Tod Williams
42188,15000000,9455232,2010,Mark Romanek
40662,0,6629178,2010,Brandon Vietti
27579,20000000,65464324,2010,Anton Corbijn
50393,0,0,2010,Tim Johnson
23742,30000000,55583804,2010,Kevin Smith
101669,11000000,0,2010,Darren Lynn Bousman
43933,500000,4242978,2010,Gareth Edwards
59468,0,4430765,2010,Emilio Estevez
38408,38000000,105610124,2010,Greg Berlanti
23759,12000000,6814789,2010,Neil Marshall
55347,3200000,5332926,2010,Mike Mills
54553,0,0,2010,Kyle Balda
63555,0,0,2010,Michael Rowe
41505,22000000,851517,2010,Björn Stein
44113,22000000,9479718,2010,John Curran
33217,15000000,75700498,2010,Thor Freudenthal
43947,2000000,572809,2010,Steven R. Monroe
43593,24000000,83188165,2010,Alexandre Aja
38357,40000000,58785180,2010,Roger Michell
45094,12500000,6732980,2010,Tony Goldwyn
49852,90000000,16178959,2010,Andrei Konchalovsky
38358,1800000,67738090,2010,Daniel Stamm
23023,48000000,112462508,2010,Michael Lembeck
39285,0,0,2010,Gil Junger
38363,22000000,24188922,2010,Doug Liman
45657,10000000,498974,2010,John Carpenter
30675,0,7000000,2010,Sam Liu
26388,1987650,19152480,2010,Rodrigo Cortés
38778,69000000,86387857,2010,Jay Roach
13477,0,36699403,2010,Mark Steven Johnson
46541,13000000,0,2010,Giorgio Serafini
52338,0,0,2010,James Keach
39781,4000000,34705850,2010,Lisa Cholodenko
48844,0,0,2010,Robert Vince
42684,10000000,66821036,2010,Colin Strause
48289,20000000,45636368,2010,John Madden
49953,0,0,2010,Ben Stassen
44718,7500000,0,2010,Aaron Schneider
38199,15000000,0,2010,Gregor Jordan
39013,2000000,13831503,2010,Debra Granik
31900,0,0,2010,Joann Sfar
27004,7000000,46488,2010,Stephen Milburn Anderson
39691,85000000,112483764,2010,Brad Peyton
44244,0,0,2010,Paul Hoen
37931,10000000,6110000,2010,Jorma Taccone
38843,0,0,2010,Elizabeth Allen Rosenbaum
7978,150000000,0,2010,Joe Johnston
27583,0,6153967,2010,Noah Baumbach
42888,120000000,48668907,2010,James L. Brooks
16290,20000000,0,2010,Jeff Tremaine
54551,0,0,2010,Kyle Balda
50479,0,0,2010,Stuart Gillard
58496,0,8212430,2010,Asif Kapadia
52208,0,0,2010,Joseph Guzman
45649,500000,98017,2010,Quentin Dupieux
66193,0,3826,2010,William Kaufman
23172,28000000,45236543,2010,Brian Levant
34016,20000000,49779728,2010,Jim Field Smith
41215,0,265318,2010,Christopher Smith
46503,0,0,2010,Andrew Jarecki
53172,12000000,204940,2010,Malcolm Venville
37414,13000000,0,2010,Michael Winterbottom
48838,25000000,4644108,2010,William Monahan
44603,50000000,105197635,2010,Clint Eastwood
51250,10000000,0,2010,Jessy Terrero
43931,25000000,19829957,2010,Wes Craven
42194,30000000,967000,2010,Dwight H. Little
42194,30000000,967000,2010,Dwight H. Little
42194,30000000,967000,2010,Dwight H. Little
42194,30000000,967000,2010,Dwight H. Little
60309,25000000,15478800,2010,Robert Redford
35153,4500000,0,2010,Marcus Warren
34803,21000000,49050886,2010,Neil LaBute
46441,0,0,2010,Víctor García
35458,0,88335,2010,Tim Allen
44835,7000000,382946,2010,Spencer Susser
44629,5000000,1000000,2010,David Michôd
38579,50000000,83761844,2010,Tom Dey
59490,0,6467348,2010,Werner Herzog
43943,0,538000,2010,Philip Seymour Hoffman
45569,0,0,2010,Patrick Hughes
44363,0,3065860,2010,Adam Green
33909,70000000,134748021,2010,Oliver Stone
65760,0,0,2010,Larysa Kondracki
47626,0,0,2010,John Puglisi
40247,3000000,0,2010,Nicole Holofcener
43434,18000000,871279,2010,Olivier Assayas
36550,0,0,2010,Gary J. Tunnicliffe
38407,50000000,0,2010,Mikael Håfström
60011,0,0,2010,Steven Silver
50838,0,8020,2010,Michael Greenspan
47518,8500000,0,2010,Robert Lieberman
35690,0,0,2010,Julie Anne Robinson
74997,0,0,2010,Tom Six
44009,8000000,18124262,2010,Mike Leigh
44874,0,0,2010,William Lau
45658,5000000,2614773,2010,Dan Rush
33555,0,0,2010,Rachel Goldenberg
29427,20000000,54956140,2010,Breck Eisner
48946,0,0,2010,Hideo Nakata
41180,0,0,2010,Eric Laneuville
51200,10000,0,2010,John H. Lee
27585,5000000,5129058,2010,John Cameron Mitchell
39210,8000000,0,2010,Sofia Coppola
12819,20000000,39300000,2010,Anthony Bell
38031,22000000,0,2010,Woody Allen
36950,0,0,2010,Barry Levinson
47533,0,0,2010,Brian Levant
51170,0,0,2010,Cody Cameron
43920,0,430041,2010,Kim Chapiron
40205,0,0,2010,Peter DeLuise
35558,0,0,2010,Michael Grossman
41135,0,0,2010,Fouad Mikati
41515,80000000,201584141,2010,Eric Brevig
37932,0,0,2010,Michael Damian
35217,0,0,2010,Markus Goller
41592,5773100,18144030,2010,Max Giwa
48466,0,0,2010,Gary Trousdale
38570,0,0,2010,Craig Moss
38093,0,21520719,2010,Sanaa Hamri
45162,3500000,0,2010,Lauren Montgomery
45132,2500000,324138,2010,James Gunn
44638,20000000,346594,2010,Julie Taymor
41179,0,0,2010,Denys Granier-Deferre
45013,5800000,0,2010,Christopher B. Landon
48392,4466000,0,2010,Johannes Stjärne Nilsson
51736,0,0,2010,Fernanda Cardoso
59457,3100000,0,2010,Benedek Fliegauf
51256,0,0,2010,Walt Dohrn
46198,1400000,0,2010,Daryn Tufts
45077,0,18000,2010,Richard Levine
45745,550000,0,2010,Colin Levy
12685,10000000,0,2010,Uwe Boll
50337,0,0,2010,Peter Chung
38626,0,0,2010,Jon Jones
43641,0,0,2010,Joaquim Dos Santos
44918,0,0,2010,Shane Van Dyke
45272,15000000,20529194,2010,Shana Feste
47386,500000,0,2010,Andy Mitton
30061,0,0,2010,Sam Liu
39452,0,4790751,2010,Banksy
46934,0,850994,2010,Bernard Rose
73211,10000000,0,2010,Marius Holst
43930,27000000,16504936,2010,Stuart Beattie
45756,0,0,2010,Dick Maas
129269,0,0,2010,Iain Riddick
46911,0,0,2010,Yoshihiro Nakamura
33107,0,0,2010,Marcos Efron
41382,0,0,2010,Erik White
367186,0,0,2010,Sergio Mimica-Gezzan
27569,31000000,15134293,2010,Tom Vaughan
278427,0,0,2010,Peter Shin
44040,10000000,33583175,2010,John Erick Dowdle
46837,0,539957,2010,Gregg Araki
31007,0,42145,2010,Jake Scott
80188,0,0,2010,Michael Morrissey
44716,15000000,0,2010,Susanne Bier
60695,0,0,2010,Mark Piznarski
40619,0,0,2010,Teddy Newton
39053,7000000,0,2010,Jay Duplass
29564,8000000,0,2010,P.J. Pesce
58446,0,0,2010,Michael Goldbach
71622,0,0,2010,Fernando Barreda Luna
84520,0,0,2010,Adam Rehmeier
64956,0,0,2010,Ian Kirby
89704,0,338987,2010,Werner Herzog
34563,14000000,21409028,2010,Rick Famuyiwa
50090,0,0,2010,Jang Hoon
52010,0,0,2010,Martyn Pick
48495,104002432,0,2010,Craig Pryce
31261,100000,1000000,2010,Shinji Aramaki
34751,0,0,2010,Will Geiger
46829,30000000,8454301,2010,Richard J. Lewis
55061,0,693181,2010,Geoffrey Sax
75311,0,0,2010,Alexandre O. Philippe
12201,80000000,74901339,2010,Martin Campbell
44678,0,0,2010,Kaare Andrews
49787,0,0,2010,Andrew Traucki
57749,0,0,2010,James Rabbitts
31035,0,0,2010,Hans Petter Moland
44877,4600000,1163967,2010,Noel Clarke
70695,4000000,55125,2010,Abe Sylvia
51409,0,0,2010,Julie Bertuccelli
55890,2000000,0,2010,Stevan Mena
54559,0,0,2010,Kyle Balda
44219,0,0,2010,Rob Schneider
42296,30000,3045943,2010,Henry Joost
35169,35000000,39340177,2010,Roger Kumble
45324,12500000,1083683,2010,George Hickenlooper
37737,0,0,2010,Anurag Basu
32206,2500000,0,2010,Justin Jones
43919,2500000,52604,2010,Adam Green
47559,0,0,2010,Justin Chadwick
189197,120000000,0,2010,Jeremy Podeswa
44263,0,0,2010,Benny Chan
44037,2500000,0,2010,G.E. Furst
70588,0,0,2010,David Robert Mitchell
49350,0,0,2010,Ron Oliver
51462,0,0,2010,Will Canon
43935,20000000,4634062,2010,Kevin Munroe
63561,0,0,2010,Steve Shill
42307,0,0,2010,Dean Francis
70076,0,0,2010,Gary Harvey
75170,0,0,2010,Hattie Dalton
47407,500000,0,2010,Scott Wheeler
38568,30000,617000,2010,Rob Epstein
43942,3000000,103735,2010,Alex Gibney
47607,65000,0,2010,Lena Dunham
56601,12500000,3878993,2010,William Dear
47218,0,215576,2010,Josh Radnor
55692,0,0,2010,Steve Martino
36515,2500000,0,2010,Catherine Cyran
43263,0,0,2010,Robert Harmon
55215,2500000,0,2010,Mike Disa
60575,0,0,2010,Patrik Syversen
52015,650000,33245,2010,Jim Mickle
41988,0,0,2010,Joaquim Dos Santos
69270,13000000,0,2010,Eric Valette
46967,0,0,2010,Shannon Hartman
41827,0,0,2010,Simon Rumley
56968,0,0,2010,Rosemary Rodriguez
39312,0,1422910,2010,Tim Hetherington
46528,425000000,11087569,2010,Sngmoo Lee
44992,0,0,2010,Toni Myers
50204,10000000,4349187,2010,John Landis
43642,0,0,2010,Michael Feifer
59437,0,63931,2010,Shawn Ku
32916,0,0,2010,Spike Brandt
45662,0,0,2010,John H. Williams
46812,4400000,0,2010,Darlo Piana
56272,0,10,2010,Sebastian Gutierrez
32612,0,0,2010,Michael Oblowitz
12645,10000000,55089,2010,Baltasar Kormákur
37495,967686,4270000,2010,Chris Morris
39681,0,0,2010,Daniel Grou
43418,7347125,0,2010,Jeremy Sims
50053,0,0,2010,Trey Stokes
62728,0,0,2010,Rowan Joffe
73454,0,0,2010,Jon Hewitt
63727,0,0,2010,Manuel Carballo
36801,0,0,2010,Ricky Gervais
30587,0,0,2010,Jason Woliner
51859,0,0,2010,Satoshi Nishimura
42918,0,178174,2010,Ben Steinbauer
25891,0,0,2010,John Inwood
55785,0,0,2010,Peter Mullan
158675,0,0,2010,Nick Morris
51299,0,0,2010,Derek Frankowski
57419,0,0,2010,Dragan Bjelogrlić
44991,2000000,0,2010,Jacob Chase
43939,0,0,2010,Casey Affleck
59435,0,1279,2010,Marilyn Agrelo
35221,0,0,2010,Trent Cooper
46689,1500000,187716,2010,Lucy Walker
51402,0,0,2010,Bosse Lindquist
47088,7000000,453079,2010,Shari Springer Berman
41371,0,0,2010,Mark Quod
34583,0,0,2010,Joey Stewart
52454,0,0,2010,Christopher Ray
46789,0,0,2010,Thomas Vinterberg
62878,0,0,2010,Stuart Gillard
41556,4500000,123820,2010,Galt Niederhoffer
34335,2000000,0,2010,Chris Shadley
41584,0,0,2010,Michael Lachmann
51888,0,0,2010,Chris McKay
71700,0,0,2010,Carl Bessai
57018,0,0,2010,Yann Gozlan
45556,5000000,0,2010,Brian Trenchard-Smith
45752,0,0,2010,Ethan Spaulding
46713,2300000,0,2010,Keoni Waxman
44160,0,0,2010,Semih Kaplanoğlu
44944,0,37000000,2010,Tyler Perry
40080,0,0,2010,Stephen Herek
74518,0,0,2010,Olivier Abbou
68523,0,0,2010,Lucifer Valentine
70925,0,0,2010,Jim Loach
39440,0,0,2010,Davis Guggenheim
63578,0,951179,2010,Michael Winterbottom
54700,0,0,2010,Tom Provost
56812,7000000,3218666,2010,Álex de la Iglesia
45368,0,0,2010,Alexandre Arcady
47763,0,0,2010,Jon Knautz
42833,0,0,2010,Elbert van Strien
53459,1300000,0,2010,Johannes Roberts
49958,0,0,2010,Josh Reed
56743,0,0,2010,Nicole Conn
33602,0,0,2010,Mick Jackson
55632,0,10967,2010,Barry W. Blaustein
46020,0,0,2010,Declan O'Brien
352812,0,0,2010,Dean Wellins
51794,12000000,0,2010,Mahsun Kırmızıgül
40911,0,0,2010,Doze Niu Cheng-Tse
57120,0,876302,2010,Kelly Reichardt
55246,0,22270,2010,Max Winkler
57627,0,0,2010,Puttipong Pormsaka Na-Sakonnakorn
41345,0,0,2010,Mo Ali
52333,0,0,2010,Wagner de Assis
46138,7200000,0,2010,Nigel Cole
74471,0,0,2010,Howard J. Ford
39522,0,0,2010,Eric Forsberg
88212,0,0,2010,Kevin Deters
40720,0,0,2010,Joel Schumacher
40170,0,0,2010,Kevin Tancharoen
31967,0,0,2010,Shukō Murase
53778,0,0,2010,Mitch Schultz
38033,0,0,2010,Deon Taylor
48243,3167000,0,2010,Jerzy Skolimowski
54532,0,0,2010,J.C. Calciano
41120,0,0,2010,Sam Dunn
66195,0,14870,2010,Nick Tomnay
46665,0,0,2010,Pascal Franchot 
43922,0,0,2010,Mel Damski
35688,20000000,60072596,2010,Tyler Perry
48186,0,0,2010,Eric Bross
39333,0,0,2010,Chris Malloy
64108,0,0,2010,Sean Tretta
52850,0,0,2010,S.J. Clarkson
35791,60000000,296221663,2010,Paul W.S. Anderson
31196,300000,0,2010,Gabriel Cowan
38883,0,0,2010,Eric Lavaine
62592,0,0,2010,James Hayman
27584,0,0,2010,John Stalberg
50037,1100000,0,2010,Panos Cosmatos
70862,0,0,2010,Elijah Drenner
11761,0,0,2010,Michael Lander
44737,0,0,2010,Thomas Balmès
65056,0,0,2010,Michael J. Weithorn
35691,0,0,2010,David Nixon
57011,0,0,2010,Seiji Chiba
36956,0,0,2010,Silvio Soldini
47177,2400000,0,2010,Mark McQueen
63498,0,0,2010,Tono Errando
59110,0,0,2010,Darragh Byrne
43552,10000000,1068682,2010,Brad Anderson
70712,0,0,2010,Fez Ortega
53807,0,0,2010,Manfred Wong
64786,0,0,2010,Saratswadee Wongsomphet
46368,3000000,0,2010,Peter Atencio
70448,0,0,2010,Joshua Grannell
45022,0,0,2010,Kevin Asch
50099,0,427628,2010,Danish Aslam
40663,0,0,2010,Josh Fox
72914,0,0,2010,Joe Cross
53190,0,0,2010,Jeff Zimbalist
127717,0,0,2010,Michael Scott
52349,0,0,2010,Éric Besnard
63348,0,0,2010,David A.R. White
40016,0,0,2010,James Nguyen
42189,0,0,2010,Shannon Hartman
51764,0,5980,2010,Douglas Langway
52414,0,0,2010,Seon-dong Yu
49679,10000000,5000000,2010,Vipul Amrutlal Shah
30886,1250000,0,2010,Anil Sharma
52060,0,0,2010,Gil Junger
42966,10,0,2010,Milan Luthria
40188,0,0,2010,Alfred Lot
36736,0,0,2010,Greg Franklin
45839,0,0,2010,Clay Weiner
52605,0,0,2010,Joseph Graham
53344,0,0,2010,Greg Olliver
39486,35000000,60251371,2010,Randall Wallace
42950,0,0,2010,Dallas Jenkins
55244,0,1339650,2010,Richard Press
46718,0,0,2010,Joaquim Dos Santos
40777,0,0,2010,Punit Malhotra
69480,0,0,2010,Errol Morris
37757,0,0,2010,Daniel Farrands
45523,0,0,2010,Louis C.K.
58107,0,0,2010,Shinobu Yoshioka
26214,5000,0,2010,B.A. Brooks
39356,3,43,2010,Taika Waititi
56811,0,35456,2010,Joshua Zeman
53844,0,0,2010,Anne Depetrini
37058,0,0,2010,Spike Jonze
44950,0,0,2010,Adam Wingard
54527,900000,0,2010,Michael Madsen
24243,0,0,2010,Laís Bodanzky
41397,0,0,2010,Ricki Stern
40025,0,0,2010,Venus Keung Kwok-Man
550,63000000,100853753,1999,David Fincher
603,63000000,463517383,1999,Lilly Wachowski
14,15000000,356296601,1999,Sam Mendes
1893,115000000,924317558,1999,George Lucas
564,80000000,415885488,1999,Stephen Sommers
497,60000000,284600000,1999,Frank Darabont
745,40000000,672806292,1999,M. Night Shyamalan
36643,135000000,361832400,1999,Michael Apted
796,10500000,75902208,1999,Roger Kumble
2668,100000000,206071502,1999,Tim Burton
37135,0,0,1999,Chris Buck
2105,11000000,235483004,1999,Paul Weitz
1844,66000000,212404396,1999,Jon Amiel
863,90000000,485015179,1999,John Lasseter
4951,16000000,53478166,1999,Gil Junger
509,42000000,363889678,1999,Roger Michell
817,33000000,310940086,1999,Jay Roach
226,2000000,11540607,1999,Kimberly Peirce
9008,90000000,60289912,1999,Michael Mann
926,45000000,90683916,1999,Dean Parisot
345,65000000,162091208,1999,Stanley Kubrick
492,13000000,22863596,1999,Spike Jonze
9535,80000000,176885658,1999,Harold Ramis
10137,133000000,300135367,1999,Rob Minkoff
9481,73000000,151493655,1999,Phillip Noyce
8487,170000000,222104681,1999,Barry Sonnenfeld
1911,160000000,61698899,1999,John McTiernan
9946,100000000,211989043,1999,Peter Hyams
1715,24000000,88545092,1999,Lasse Hallström
10386,70000000,23159305,1999,Brad Bird
8914,60000000,73648228,1999,Renny Harlin
9473,21000000,0,1999,Trey Parker
2112,90000000,161626121,1999,Paul Abascal
4806,70000000,309457509,1999,Garry Marshall
10314,10000000,103166989,1999,Robert Iscove
10398,70000000,177841558,1999,Bruce Beresford
8374,6000000,30471,1999,Troy Duffy
1542,10000000,12827813,1999,Mike Judge
1443,6000000,10409377,1999,Sofia Coppola
2277,100000000,93700000,1999,Chris Columbus
2667,25000,248000000,1999,Daniel Myrick
622,38000000,58401898,1999,Roman Polanski
10400,50000000,73956241,1999,Norman Jewison
1090,16000000,18564088,1999,Josef Rusnak
9032,34200000,234801895,1999,Dennis Dugan
8649,32000000,0,1999,Martin Scorsese
8224,40000000,96618699,1999,Joel Schumacher
1832,10000000,30652890,1999,Kevin Smith
